"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Riverside County","CA","Riverside-San Bernardino-Ontario","06","065",11,432150,435000,439000,430000,425000,425000,420000,409990,399900,399900,4e+05,399900,399900,399999,399900,399000,399000,399000,389999,384900,379900,379000,379900,379950,377995,379000,379000,384900,382000,385000,380000,379500,389000,397500,4e+05,415000,429000,439000,439990,444900,450000,449000,449900,448469.5,449000,463900,475000,477000,489000,489000,485000,489000,485000,484500,479000,474900,475000,485000,489000,499000,494845,499900,499900,499900,499900,499000,499000,495000,495000,499000,515000,519900,528150,539000,534990,529000,525950,524900,516999,510000,515000,523400,535990,539900,549900,549000,549900,550000,549900,549900,549265,550000,555000,565000,579000,585000,590000,599000,599000,599000,595000,589000,585000,585000,584742.5,589900,589977,599000,599900,615966,609999.5,6e+05,599497.5,599000,599000,598000,598500
"San Bernardino County","CA","Riverside-San Bernardino-Ontario","06","071",12,395000,389900,390000,387276.5,385445,389000,389900,389500,385000,385000,379000,375000,375000,379000,375000,375000,379900,379900,375000,375000,370000,369900,369900,372963,369000,369000,364990,364990,365500,375000,375000,375300,379900,382500,389000,389900,390000,399900,405250,410000,425000,429900,449590,449900,449990,449995,459000,459995,466400,460000,469000,479000,475000,475000,473500,474900,478800,479900,479000,479900,484900,481530.5,488000,489000,495000,499000,499000,499000,499000,499900,499900,499900,499000,499000,499900,5e+05,510000,515000,515000,518900,515000,519900,525000,525000,529870,524900,525000,545000,549000,549900,550000,557400,550000,559405,565000,574900,569900,575000,575195,579000,579000,579000,579900,579900,575558.5,575000,575000,575000,573000,579840,579000,585000,585000,589000,584995,579944.5,582832.5
"Clark County","NV","Las Vegas-Henderson-Paradise","32","003",13,315000,310000,3e+05,299900,299900,297000,297000,289900,284900,280000,275000,271900,269900,270000,269900,265000,259500,258900,255990,253000,257777,254900,250000,250000,250000,253771,256900,260000,267990,268945,264900,269900,270000,277500,277900,282191,285000,285000,289900,298888,299000,299500,300500,306900,315000,323635.5,324990,327546,325000,329888,335000,339999,345000,347800,349900,349990,349900,349990,350000,354900,352381,354990,360000,369000,365950,365000,364900,365444,369000,364999.5,369000,369000,372955,375000,375000,382880,384900,384089,384900,385000,389000,389000,394900,398500,399000,399900,399888,399999,4e+05,410000,416990,425000,425000,429900,435000,437990,439999,449000,446569.5,449000,449800,449900,450000,455000,457995,459900,465610,468500,468990,469000,469900,472168,470000,469900,466995,468778,465000
"King County","WA","Seattle-Tacoma-Bellevue","53","033",14,649000,629000,619000,599000,599000,599000,599000,598059,589950,589000,595000,589000,579900,579992.5,575000,585000,585000,579950,574925,569950,565000,550000,550000,559000,564000,565000,575000,575000,579000,582685,579500,589000,590000,595000,599950,599000,609900,619925,625000,625000,629950,629950,649900,649950,650000,649000,652500,650000,675000,679972.5,679000,689950,679950,684000,688600,679950,688550,695000,695000,699950,705950,720060,722000,725000,734950,729900,729000,730000,747900,750000,759950,784995,787247.5,798888,798000,795245,798550,799000,799900,799950,819000,809995,829950,838800,849950,869950,870000,858000,884997.5,895000,890000,899000,899999.5,940000,949950,950000,950000,975000,979925,975000,975000,969992.5,974950,950000,950000,950000,950000,950000,968000,982225,970000,950000,950000,949990,949850,949000,949969
"Wayne County","MI","Detroit-Warren-Dearborn","26","163",15,205000,2e+05,2e+05,2e+05,205000,204950,2e+05,199999,199999,209900,210000,199900,199000,199900,199900,199900,199900,199977,205000,199900,205000,207500,199900,199900,204850,209000,214900,215000,219000,219950,219900,219900,225450,224900,225000,229900,230000,235000,238950,235000,234900,239900,242000,248900,249900,249950,249900,249900,259900,259900,269000,273375,279900,275000,274900,275000,279700,275000,279900,279990,280000,289900,292900,295000,297900,289949.5,289900,285000,289900,299000,299900,299000,294900,299900,299900,301104,309900,318750,309900,314900,315000,319700,319999,324900,325000,325000,325000,329000,329900,334400,338450,333200,332000,330000,339900,341080,339995,349000,359900,359900,360000,369900,374250,359900,359450,360345,367850,370000,369000,369950,370000,375000,384900,383900,379000,374900,367500
"Tarrant County","TX","Dallas-Fort Worth-Arlington","48","439",16,325000,325000,324900,320000,325000,325000,324900,324900,310000,313000,310000,309900,303711,303997.5,305480,315685,319900,315000,319000,321880,316495,314900,319500,319900,316000,315000,324900,334900,334945,339837.5,334900,329309,329350,334000,340000,340222.5,339000,330000,338125,339000,339000,336632,336816,335950,338500,335000,339900,340000,349500,350000,345000,349733,345000,339900,349500,349900,349900,357412.5,359900,372930,374668,379900,396228,393145,384500,381108.5,387995,389000,389990,393890,390000,389990,399900,408705,410000,406454,402492,399990,399500,399900,409000,409900,410275,414945,420000,420000,419700,425000,425000,424900,428332.5,425000,425000,429900,429000,429250,432745,429000,439000,444701,449000,445000,439000,429500,425000,425000,428000,430400,427990,425000,434995,439000,439900,430000,429900,430000,429900
"Santa Clara County","CA","San Jose-Sunnyvale-Santa Clara","06","085",17,1249950,1299000,1295000,1285250,1290000,1279000,1250000,1249800,1249000,1249000,1250000,1249000,1199000,1199000,1198000,1195000,1195000,1198800,1195000,1198800,1198000,1199000,1200000,1199999,1199000,1248000,1250000,1298000,1300000,1300000,1350000,1350000,1398375,1448944,1425500,1548888,1564000,1595000,1521645,1589500,1598000,1598000,1648444,1646500,1649000,1615415,1615415,1600000,1788000,1777750,1686900,1699000,1698000,1698000,1699800,1699000,1748000,1758000,1799888,1850000,1899888,1900000,1899000,1900000,1898000,1888000,1872500,1899999.5,1899000,1948000,1980000,1995000,1998000,1987000,1950000,1988000,1988000,1988000,1939000,1980000,1988000,1998000,1998800,2050000,1999999,2091500,2185000,2150000,2188000,2099499.5,2100000,2199000,2299000,2395000,2378444,2398999,2395000,2398000,2479500,2499000,2498000,2498000,2495000,2489000,2498000,2495000,2495000,2400000,2499475,2498000,2398000,2450000,2398000,2380000,2288000,2299950,2333444
"Broward County","FL","Miami-Fort Lauderdale-West Palm Beach","12","011",18,409000,405000,399000,395000,397000,395000,399000,397000,389900,395000,395000,385000,380000,379900,374900,369900,370000,373500,370000,370000,374000,374900,369000,369000,375000,379000,380000,385000,389900,389000,393900,389000,395000,390000,390000,399000,399900,399000,399925,409000,4e+05,410000,419500,415000,429000,439000,425000,430000,439000,449000,439900,449000,450000,450000,449500,449900,450000,455000,464500,460000,469000,469900,469900,479000,474900,479055.5,479900,484400,475000,470000,499000,499000,499900,499500,499900,519000,509900,523500,525000,524900,529900,539900,549000,550000,550000,569000,565000,559900,559900,560000,555000,559000,564500,564900,574900,579000,585000,589900,589900,590000,587500,594900,595000,595000,599000,599000,599000,599000,599900,599900,599900,599000,595000,595000,595000,599000,599000
"Bexar County","TX","San Antonio-New Braunfels","48","029",19,295000,295000,298850,297900,298950,299900,3e+05,298500,284990,285000,285445,285000,279308.5,279900,279000,279900,279900,275989,284500,289000,285000,285000,286500,287995,287496,288990,290000,295000,295000,299750,298500,298000,299000,299900,3e+05,302990,3e+05,304900,309120,309970.5,309000,309990,311990,313990,318000,319900,321990,325000,321990,324000,317852.5,323990,324990,319900,319900,320000,323990,325000,325990,333500,333990,333990,328995,330200,326990,327235.5,327000,325000,330000,328990,330000,339990,339082.5,350000,350000,356880,359981.5,350000,350000,350000,358382.5,359000,355000,355990,355900,358900,359999,360000,359990,360000,361017,359000,357233.5,352990,350126,349997,350000,349900,351007,356955,354490,355265,355990,359900,359000,359000,355900,359990,361498.5,363945,360644,362990,363990,364900,365000,363000,361485
"New York County","NY","New York-Newark-Jersey City","36","061",20,1080000,1080000,1090000,1070000,1044500,999999.5,1015000,999000,995000,995000,999000,1045000,999000,985000,1025000,1099000,1100000,1149500,1175000,1150000,1195000,1225000,1250000,1250000,1250000,1250000,1249000,1250000,1250000,1275000,1245000,1239000,1275000,1285000,1275000,1285000,1260000,1250000,1300000,1300000,1325000,1395000,1375000,1395000,1395000,1450000,1535000,1550000,1599000,1572475,1550000,1552500,1599999,1625000,1650000,1675000,1700000,1795000,1805000,1875000,1895000,1899040,1895000,1900000,1942500,1927500,1927500,1975000,2050000,2050000,2150000,2195000,2395000,2300000,2100000,2199000,1999000,1995000,1990000,1995000,1980000,1995000,1995000,1999947.5,1995000,2049000,1998000,1999000,1995000,1995000,1995000,1965000,1950000,1955000,1975000,1992500,1975000,1807000,1750000,1795000,1795000,1795000,1750000,1750000,1775000,1775000,1795000,1800000,1835000,1800000,1795000,1800000,1800000,1799000,1750000,1775000,1795000
"Philadelphia County","PA","Philadelphia-Camden-Wilmington","42","101",21,425000,429900,429900,420000,424900,425000,419000,409900,404950,409999.5,399900,399000,399900,399900,399900,399900,399900,395000,395000,397500,395000,393500,389900,389900,389900,389900,389900,399000,395000,389000,389900,395000,399000,396000,399000,399900,399900,399900,409000,399500,399900,399000,395900,399000,399000,398740,399900,399900,402950,404900,409350,410000,4e+05,4e+05,399900,399900,409900,407999,408449.5,407900,402500,407949.5,409000,407900,419900,419000,419900,420000,420000,419900,420000,425000,425000,425000,425000,429000,429900,425000,425000,429900,449000,445000,449900,449900,439900,435000,439900,443950,450000,449900,450000,455000,456500,450000,454900,450000,455000,450000,450000,450000,449997,459000,460000,459900,459000,465000,460000,470000,475000,475000,480000,479000,475000,475000,479000,475900,479900
"Alameda County","CA","San Francisco-Oakland-Hayward","06","001",22,909000,949000,927000,940000,946777.5,940000,927250,917000,909975,895000,888922.5,889000,879000,875000,855000,874950,869000,865000,859972.5,849894,849000,835000,835000,839000,845999,835000,849000,869000,869000,872500,888997.5,895000,899000,949000,945000,942455,950000,998000,1030000,1001990,1090000,1083000,1099888,1100000,1099000,1095000,1132920.5,1158650,1175000,1195000,1250000,1248000,1272822.5,1288000,1275000,1280000,1299000,1288000,1300000,1313995,1299000,1333995,1354444,1396944,1391875,1385000,1395000,1449000,1486500,1450000,1399475,1398000,1404500,1444995,1449897.5,1456455,1423677.5,1399974,1400000,1449000,1399950,1410785,1448975,1446472.5,1402470,1401947,1429000,1498000,1499475,1495000,1467912.5,1479000,1495000,1499000,1522000,1549500,1577995,1544276.5,1558997.5,1595000,1595000,1600000,1580000,1595000,1627500,1680000,1650000,1659497.5,1599000,1599000,1598888,1595000,1599950,1598000,1595000,1595000,1598943.5
"Middlesex County","MA","Boston-Cambridge-Newton","25","017",23,649000,639000,639900,637000,649900,645000,639900,635000,638800,629900,638950,635000,635000,629000,629000,629000,619800,612450,599999,599900,609000,609900,615000,609000,615000,619000,609000,6e+05,604800,599999.5,609000,601410,619000,629900,645000,645000,659000,659900,669900,669900,679000,679945,679450,664850,687000,695000,689450,681945,695000,708500,699900,715000,699500,699900,699900,719850,727500,729900,738000,749000,749000,750000,759900,759900,769000,769900,769000,750000,769000,779900,789940,788000,769900,779900,798000,784500,789999,795000,799888,798500,799000,799900,799999.5,839000,819450,848900,874500,869000,850000,849000,849000,849000,849900,849900,850000,869950,859900,869900,875000,892495,879900,889900,879900,869900,860000,875000,875000,875000,879000,895000,9e+05,919900,899900,899900,899900,899000,899000
"Suffolk County","NY","New York-Newark-Jersey City","36","103",24,799000,799000,799000,799000,789000,785000,795000,799000,799000,799000,799000,799000,799000,799000,795000,785000,779000,775000,781950,795000,792500,795000,799000,799000,799000,799000,789990,799000,799000,795000,799000,799000,825000,869000,839999,849000,849000,850000,849000,849000,849000,849000,849000,885000,899000,899000,929000,950000,995000,899000,974000,925900,910000,925000,949000,949000,975000,999999,990000,1100000,1049000,1050000,999000,969000,960000,949000,950000,989000,998990,999900,1095000,1100000,1150000,1199000,1150000,1100000,1095000,1095000,1100000,1100000,1175000,1199000,1200000,1250000,1250000,1299000,1250000,1250000,1199000,1199000,1195000,1195000,1250000,1245000,1250000,1295000,1294500,1295000,1295000,1250000,1199000,1195000,1195000,1195000,1199000,1200000,1245000,1250000,1295000,1295000,1250000,1299000,1225000,1200000,1225000,1250000,1275000
"Sacramento County","CA","Sacramento--Roseville--Arden-Arcade","06","067",25,419950,419000,419450,419950,419000,419000,409000,401875,4e+05,4e+05,399990,399000,398500,399000,389900,387000,386500,375000,366400,365000,360000,363425,356000,359000,359450,366750,365000,375000,385000,385000,387500,395000,399700,419500,425000,410000,419750,425000,425000,434000,450000,450000,459990,460000,465000,475000,479000,479000,479000,475880,470950,475000,485000,493555,484950,485000,484991,489900,490000,495000,499000,495000,499000,499900,519000,520000,520000,519900,529000,529900,525000,525000,529900,539000,539000,549000,549000,550000,550000,559000,559925,559900,565000,559900,564950,576461,585000,589000,589000,585000,598800,599000,598400,595400,597900,599000,6e+05,610990,621000,625000,609000,602889.5,613000,614900,614000,620000,627000,625500,625000,629000,636995,648000,649000,645000,637750,639967.5,649000
"Bronx County","NY","New York-Newark-Jersey City","36","005",26,599000,599000,592499.5,599000,599000,599000,599000,599000,599000,599000,599000,599000,599000,599000,599000,650000,649500,629000,629000,629500,624999.5,629000,634500,599950,599000,575000,580500,599000,599000,599000,602499.5,589000,619000,620021,599000,595000,575000,575000,619000,650000,635000,650000,595000,574900,579000,580000,599000,599000,559000,559000,559000,559000,599900,625000,625000,639500,625000,725000,675000,659000,649499.5,614500,599000,644000,649900,637000,649000,625000,649000,650000,679000,675000,679000,685000,679000,699000,696500,699000,699000,650000,649000,649000,674000,685000,695000,699000,699000,729000,789000,788000,799000,798000,8e+05,8e+05,799000,807500,795000,8e+05,799000,782500,792500,786500,786500,765000,768000,785000,789250,789250,799000,799000,799000,799000,790000,779999,792250,782500,780000
"Nassau County","NY","New York-Newark-Jersey City","36","059",27,749000,749000,749000,749000,749000,739000,744000,749000,749000,749000,750000,749000,729000,725000,699999,714990,699999,699990,699838.5,699000,699000,699000,699000,699000,699000,699000,699000,717000,725000,719000,725000,725000,729000,729000,729000,739000,739000,739000,735000,739000,749999,749000,749250,768888,775000,779000,785000,789000,784900,759000,759000,769000,779000,774696,769000,769000,779000,799000,799000,799990,799000,799999,799000,799000,799838.5,825000,799990,799000,829000,829945,849000,849000,848000,845000,839000,839000,849000,849994.5,859000,858000,869000,872499.5,879000,889000,888000,879000,888000,899000,899000,899000,899999,899000,899000,899000,919900,935000,920000,899999,918000,925000,918000,929000,929000,925000,925000,9e+05,9e+05,925000,949000,949000,948000,949000,948000,935870,929000,929000,929000
"Palm Beach County","FL","Miami-Fort Lauderdale-West Palm Beach","12","099",28,469500,459900,459000,450000,449000,449000,445054,445000,435000,435000,439000,434900,439000,438000,433270,429900,429888,429900,429000,428500,425000,429000,426690,439000,440000,449000,449000,445000,450000,449992.5,449000,439694,449900,459000,467900,469000,469000,465000,459000,469000,464000,469000,483250,474900,479000,489000,488400,495499.5,499000,499000,499000,499000,495000,499000,499000,499650,499000,505000,5e+05,525000,529000,525000,525000,542500,535000,525000,525000,529000,529000,549000,550000,564500,569000,569000,569000,569000,574900,578500,569000,564000,573894,575000,588000,599000,599000,610000,599900,599900,599900,6e+05,599000,599000,609500,603950,630000,639000,637539,639900,638000,635000,627000,625000,627155,623900,629945,629000,649000,650000,650000,650000,655000,660000,650000,649000,649000,649900,650000
"Cuyahoga County","OH","Cleveland-Elyria","39","035",29,259900,268888,264900,262946,260000,259900,259900,252900,254900,254900,249900,249900,249900,250000,249900,249500,249000,249000,245000,245000,242925,245000,249000,243450,245000,249000,245000,245000,245000,248995,249500,249900,250000,255000,259900,259900,264900,267900,267900,260000,260000,265000,262945,265000,269000,269500,269900,269999.5,274900,283630,279950,279900,274900,274925,274900,274975,275000,275750,279900,286605.5,291495,299900,292000,292795,289900,289900,289000,289900,289918,297900,298000,295945,298500,299900,299900,299900,299900,299900,299900,298000,299000,299900,308000,319000,320000,321000,319000,315000,319900,319900,319500,315000,324800,329900,330000,338125,344900,339950,339950,339900,339000,334900,325000,335000,335000,340000,344900,349900,350000,350000,359000,349999.5,349900,349000,348900,346747.5,348900
"Hillsborough County","FL","Tampa-St. Petersburg-Clearwater","12","057",30,3e+05,299950,3e+05,3e+05,3e+05,299900,299900,299000,289900,280000,279000,275000,269900,270707,269990,274900,274953.5,269900,270000,269990,275000,264900,259990,260000,259900,259999,259990,259990,260000,263900,260995,262900,263995,265990,265000,267990,271840,269990,274900,279900,279900,279900,284997,289000,290990,286765,289900,294900,292990,295640,295000,299900,299990,299990,304900,309900,309900,309000,312990,314040,310900,315000,319000,319000,318000,319000,317190,322540,320000,319990,325000,331000,330000,330000,334900,339900,337735,344900,340000,339900,345000,349000,350000,349900,355000,361990,365900,375000,375000,374000,374990,370000,377900,380000,375000,374990,371705,379000,389000,389900,393837,398570,399000,399000,399899.5,399000,399000,399000,399920,399992.5,409990,413495,409900,413990,414500,419650,419000
"Allegheny County","PA","Pittsburgh","42","003",31,259900,265000,257000,258500,262500,260000,268700,269000,264900,264900,264900,265000,269000,268950,259900,255000,258000,259000,258199.5,259900,257913.5,259000,259314.5,260000,269000,272000,269900,269900,267250,267500,269900,269900,269900,272000,274990,274900,275000,279900,275900,279000,279945,289000,286495,284900,289990,288000,289000,289900,299900,299000,294900,289000,289900,289990,289250,289900,290000,290900,298500,299000,303450,309000,309900,305000,305200,299999.5,299900,299900,315000,312990,312745,319900,319990,320000,324900,325000,321000,325000,320000,314900,317750,315000,324500,324975,329500,329900,320000,325000,330000,329995,334900,329900,329900,329900,329900,330409.5,334900,335000,339900,339900,339900,345000,345990,338900,335000,334900,337000,334900,338700,340700,344900,349900,349899.5,347990,340900,339900,339900
